Subfolder,Index,Exact Match,F1-Score,METEOR
text,228,1.0,1.0,0.24671052631578952
text,229,0.0,0.0,0.034013605442176874
text,230,1.0,1.0,0.203804347826087
text,231,0.0,0.6666666666666666,0.23148148148148148
text,232,0.0,0.0,0.0
text,233,0.0,0.6666666666666666,0.12605042016806725
text,234,0.0,0.0,0.08474576271186442
text,235,0.0,0.11764705882352941,0.0
text,236,1.0,1.0,0.2016129032258065
text,237,0.0,0.0,0.0
text,238,1.0,1.0,0.24334251606978882
text,239,0.0,0.0,0.0
text,240,0.0,0.0,0.0
text,241,0.0,1.0,0.05494505494505495
text,242,0.0,0.6666666666666666,0.22058823529411767
text,243,0.0,0.0,0.04901960784313726
text,244,1.0,1.0,0.2533783783783784
text,245,1.0,1.0,0.048543689320388356
text,246,0.0,0.0,0.0
text,247,0.0,0.16666666666666669,0.11363636363636366
text,248,0.0,0.5,0.08
text,249,0.0,0.0,0.0
